-0.034914646, -0.03622781, 0.99873346
-0.024936378, -0.017694423, 0.9995324
-0.0138351675, -0.0041184607, 0.9998958
0.000993418, 0.0032859135, 0.9999941
0.00020674388, -0.0023333484, 0.99999726
-0.014177974, -0.017143901, 0.99975246
-0.008252192, 0.026334744, 0.9996191
-0.013629787, 0.05537079, 0.99837285
-0.031176686, 0.041820306, 0.99863863
-0.01929258, 0.053679056, 0.99837184
-0.009090004, 0.02317375, 0.9996901
-0.0026380941, 0.0055959933, 0.99998087
0.006502061, -0.003505063, 0.99997276
0.0055020377, 0.03367329, 0.9994178
0.0077219126, 0.024716515, 0.9996647
0.013041408, 0.017495122, 0.99976194
0.0069684144, 0.007832916, 0.99994504
0.01160947, -0.0066009243, 0.99991083
0.0027683584, 0.002284768, 0.99999356
0.0034380956, 0.0019150209, 0.99999225
0.003670274, -0.0018422429, 0.9999916
0.0125291385, 0.002422092, 0.9999186
0.011080855, 0.051552992, 0.9986088
0.015649587, 0.041403018, 0.99902
0.014899524, 0.016277192, 0.9997565
0.009548709, 0.025982155, 0.99961686
0.0007725511, 0.006313645, 0.9999798
-0.010393196, 0.0057113795, 0.9999297
-0.0055421875, 0.0030125242, 0.9999801
-0.0006574673, -0.0051783384, 0.9999864
0.009188593, 0.011767808, 0.99988854
0.0063683935, 0.039679125, 0.9991922
0.0028919796, 0.038606856, 0.9992503
-0.003660923, 0.074105844, 0.9972437
0.0042821225, 0.08844478, 0.9960719
0.013307516, 0.07606395, 0.9970141
0.009097402, 0.062227745, 0.9980205
0.014507126, 0.054873217, 0.99838793
0.020597281, 0.047969278, 0.9986364
0.018174794, 0.043940537, 0.9988688
0.026204433, 0.08429987, 0.9960958
0.02293246, 0.09920321, 0.9948029
0.0092576705, 0.08369324, 0.9964485
0.015600526, 0.07301617, 0.9972087
0.015460282, 0.08937719, 0.99587786
0.012990129, 0.099171475, 0.9949856
0.008765596, 0.0986209, 0.99508643
0.012534421, 0.10178042, 0.99472797
0.0011572663, 0.075267896, 0.99716264
0.012737355, 0.08853454, 0.9959917
0.01581169, 0.08745017, 0.99604344
0.018216575, 0.08512547, 0.9962038
0.017968364, 0.08728001, 0.99602175
0.015324184, 0.086399086, 0.9961428
0.023851471, 0.07352388, 0.9970082
0.028368182, 0.07299957, 0.99692845
0.048012547, 0.05116997, 0.99753517
0.046897214, 0.025079306, 0.9985848
0.064631216, 0.02966325, 0.99746823
0.049659964, 0.0032201207, 0.99876094
0.039293412, 0.0003382351, 0.99922764
0.021738518, -0.015678987, 0.9996407
0.019397477, -0.008293577, 0.9997775
0.029558009, 0.04246198, 0.9986608
0.032778475, 0.057619866, 0.9978004
0.03143792, 0.045120355, 0.99848676
0.025886137, 0.02824702, 0.99926573
0.04485646, 0.038684472, 0.99824417
0.03857924, 0.04913614, 0.99804676
0.04383803, 0.03451476, 0.9984423
0.04128119, 0.037604883, 0.99843967
0.04361037, 0.021920929, 0.9988081
0.055088356, 0.033814754, 0.9979087
0.04123423, 0.0019424894, 0.9991476
0.05230122, 0.004452584, 0.99862146
0.03300415, 0.042591576, 0.99854726
0.017741503, 0.04916731, 0.99863297
0.026663471, 0.073673256, 0.9969259
0.024559213, 0.0824103, 0.9962958
0.02772671, 0.06994424, 0.9971655
0.028006967, 0.07321795, 0.9969227
0.039218277, 0.089513235, 0.99521315
0.03496224, 0.09863766, 0.99450904
0.015377924, 0.044712204, 0.9988815
0.014587486, 0.017475177, 0.99974084
0.031549063, 0.05516235, 0.99797887
0.032089297, 0.071663715, 0.99691254
0.017805004, 0.07158063, 0.9972759
0.0048466222, 0.026443271, 0.99963856
0.0016285938, 0.016291987, 0.99986595
-0.030623637, 0.016889332, 0.99938834
-0.033380646, 0.005734444, 0.99942625
-0.02038749, -0.003776776, 0.99978507
-0.024568113, -0.019973215, 0.9994986
-0.008639864, 0.018526893, 0.999791
0.004312098, 0.034621425, 0.9993912
0.014249365, 0.04622495, 0.9988294
-0.021816954, 0.038633417, 0.9990153
-0.02878601, 0.04532059, 0.9985577
-0.012954354, 0.054543287, 0.9984274
-0.02634204, 0.035710014, 0.999015
-0.028758375, 0.034823503, 0.9989796
-0.020861285, 0.058585852, 0.9980644
-0.0029195237, 0.06940254, 0.99758446
0.009559157, 0.066891864, 0.99771446
-0.02287117, 0.08376813, 0.9962228
-0.046790276, 0.09870561, 0.99401605
-0.010165275, 0.06970881, 0.99751556
0.0061989995, 0.05222766, 0.9986159
-0.0023205748, 0.037598547, 0.9992902
-0.0007310786, 0.043047916, 0.9990728
0.0060817404, 0.044024177, 0.999012
0.011736408, 0.047406357, 0.9988068
0.01561441, 0.06847978, 0.9975303
0.017601281, 0.060944647, 0.99798596
0.012711407, 0.05772021, 0.99825186
0.018759329, 0.049868643, 0.9985796
0.010390933, 0.056214187, 0.9983646
0.015806293, 0.0744457, 0.9970998
